"Ad set name",Age,Gender,"Ad name","Campaign name",Day,"Delivery status","Delivery level","Ad set name","Amount spent (USD)","Result Type","Cost per result","CPM (cost per 1,000 impressions)",Reach,"hook rate","hold rate","Video average play time","CTR (link click-through rate)","Link clicks","CPC (cost per link click)","Adds to cart","Website adds to cart","Cost per add to cart","Checkouts initiated","Website checkouts initiated","Cost per checkout initiated",Purchases,"Website purchases","Cost per purchase","Purchase ROAS (return on ad spend)","Website purchase ROAS (return on advertising spend)",Frequency,"Reporting starts","Reporting ends"
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",55-64,female,"Ad 3 - Hook 1","RLB | MAIN | US | Philippians 4:13",2025-08-09,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.08,,,80,1,0,,3,,,,,,,,,,,,,,,1,2025-08-09,2025-08-09
"RLT | Age | Set 2 | PDP Test | Aug 6",55-64,female,"Ad 4 - Hook 1","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.1,,,100,1,0,,2,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",65+,female,"Ad 5 - Hook 2","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",5.41,,,901.66666667,6,1,0.66666667,48,33.33333333,2,2.705,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | PDP Test | Aug 6",55-64,female,"Ad 3 - Hook 1","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.06,,,60,1,1,0,3,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | PDP Test | Aug 6",65+,female,"Ad 3 - Hook 1","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.09,,,45,2,1,1,58,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | PDP Test | Aug 6",45-54,female,"Ad 3 - Hook 1","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.11,,,110,1,0,,2,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | PDP Test | Aug 6",55-64,female,"Ad 1 - Hook 3","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.64,,,213.33333333,3,0.33333333,0,3,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | PDP Test | Aug 6",35-44,female,"Ad 1 - Hook 3","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.1,,,100,1,1,0,5,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | PDP Test | Aug 6",45-54,female,"Ad 1 - Hook 3","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.09,,,90,1,1,0,6,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | PDP Test | Aug 6",65+,female,"Ad 1 - Hook 3","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.14,,,46.66666667,2,0.33333333,0,3,,,,,,,,,,,,,,,1.5,2025-08-06,2025-08-06
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",55-64,female,"Ad 5 - Hook 2","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.32,,,106.66666667,3,0.66666667,0.5,15,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",65+,female,"Ad 1 - Hook 2","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.01,,,10,1,1,1,21,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | PDP Test | Aug 6",65+,female,"Ad 3 - Hook 4","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",1.42,,,355,4,0.5,0,5,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",65+,female,"Ad 5 - Hook 4","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.05,,,50,1,0,,3,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",55-64,female,"Ad 5 - Hook 4","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.12,,,120,1,0,,1,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",65+,female,"Ad 5 - Hook 1","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.85,,,212.5,4,0.5,0,3,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",55-64,female,"Ad 5 - Hook 1","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.06,,,60,1,0,,2,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",35-44,female,"Ad 1 - Hook 4","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0,,,0,1,0,,4,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",65+,female,"Ad 1 - Hook 4","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.69,,,345,2,0.5,0,5,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | PDP Test | Aug 6",55-64,female,"Ad 2 - Hook 4","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.79,,,790,1,1,1,17,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",65+,female,"Ad 3 - Hook 2","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.52,,,260,2,1,0.5,37,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | PDP Test | Aug 6",45-54,female,"Ad 3 - Hook 4","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.06,,,60,1,0,,1,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",45-54,female,"Ad 5 - Hook 2","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.07,,,70,1,0,,2,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | PDP Test | Aug 6",65+,female,"Ad 2 - Hook 1","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.08,,,26.66666667,3,0.66666667,0.5,19,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",45-54,female,"Ad 5 - Hook 3","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.04,,,40,1,0,,2,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | PDP Test | Aug 6",65+,female,"Ad 1 - Hook 2","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.27,,,270,1,1,0,13,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",55-64,female,"Ad 3 - Hook 1","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.25,,,250,1,1,1,199,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | PDP Test | Aug 6",65+,female,"Ad 5 - Hook 3","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.23,,,230,1,1,0,17,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",55-64,female,"Ad 3 - Hook 4","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.12,,,40,3,0,,2,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",45-54,female,"Ad 3 - Hook 4","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.92,,,920,1,0,,1,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",45-54,female,"Ad 2 - Hook 3","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.1,,,100,1,0,,1,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | PDP Test | Aug 6",55-64,female,"Ad 5 - Hook 2","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.46,,,230,2,0.5,0,2,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",55-64,female,"Ad 4 - Hook 4","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.18,,,180,1,0,,,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",55-64,female,"Ad 5 - Hook 3","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.09,,,90,1,0,,,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | PDP Test | Aug 6",65+,female,"Ad 5 - Hook 2","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",1.16,,,386.66666667,3,0.33333333,0,3,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",55-64,female,"Ad 1 - Hook 3","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.73,,,730,1,1,0,3,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",65+,female,"Ad 1 - Hook 3","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.52,,,104,5,0.4,0,4,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | PDP Test | Aug 6",65+,female,"Ad 2 - Hook 2","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.09,,,30,3,0.66666667,0,8,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | PDP Test | Aug 6",55-64,female,"Ad 2 - Hook 2","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.06,,,20,3,0,,2,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",65+,female,"Ad 4 - Hook 3","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.41,,,410,1,1,0,5,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",65+,female,"Ad 2 - Hook 2","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.31,,,77.5,4,0.25,0,3,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",65+,female,"Ad 5 - Hook 3","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.28,,,56,4,0.6,0.33333333,44,,,,,,,,,,,,,,,1.25,2025-08-06,2025-08-06
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",55-64,female,"Ad 2 - Hook 2","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.04,,,40,1,1,1,17,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | PDP Test | Aug 6",55-64,female,"Ad 5 - Hook 1","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.05,,,50,1,1,0,4,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",65+,female,ageugc1-short,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.04,,,40,1,0,,2,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",55-64,female,menougc2-short,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",0.4,,,50,6,0.375,0,5,,,,,,,,,,,,,,,1.33333333,2025-08-01,2025-08-01
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",35-44,female,menougc2-short,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",0.09,,,90,1,0,,2,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",45-54,female,menougc2-short,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",0.5,,,250,2,1,0.5,25,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",45-54,female,ageugc1-short,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.17,,,85,2,0.5,0,5,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",65+,female,menougc2-short,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",0.18,,,180,1,1,0,5,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",45-54,male,menougc2-short,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",0,,,0,1,0,,1,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",55-64,female,ageugc1-short,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.03,,,30,1,1,0,8,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",45-54,female,ageugc3-long,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.3,,,150,2,0.5,0,6,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",65+,female,ageugc3-long,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.15,,,50,3,0.33333333,0,2,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Meno | Set 1 | Main | PDP | Jul 29",45-54,female,menougc1-short,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.67,,,74.44444444,9,0.44444444,0,3,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",55-64,female,ageugc3-long,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.16,,,80,2,0.5,0,12,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",45-54,female,ageminivsl1,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.01,,,10,1,0,,1,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",45-54,female,menougc1-short,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",0.41,,,82,5,0.6,0,5,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",55-64,female,menougc1-short,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",1.14,,,1140,1,0,,,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",45-54,male,ageminivsl3,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.1,,,100,1,0,,1,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",65+,female,ageminivsl3,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.46,,,153.33333333,3,0.33333333,0,2,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",55-64,female,ageminivsl3,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.03,,,30,1,0,,2,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",45-54,female,ageminivsl3,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.06,,,60,1,0,,,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Meno | Set 1 | Main | PDP | Jul 29",55-64,female,menougc1-short,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",2.58,,,198.46153846,11,0.30769231,0,3,7.69230769,1,2.58,,,,,,,,,,,,1.18181818,2025-08-01,2025-08-01
"RLT | Meno | Set 1 | Main | PDP | Jul 29",65+,female,menougc1-short,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.39,,,130,3,0.33333333,1,7,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",35-44,female,ageminivsl4,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.05,,,25,1,0,,2,,,,,,,,,,,,,,,2,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",25-34,female,ageminivsl4,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.07,,,70,1,1,0,4,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",65+,female,ageugc4-long,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.26,,,65,4,1,0,8,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",65+,female,ageminivsl4,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",5.12,,,284.44444444,18,0.61111111,0.27272727,15,11.11111111,2,2.56,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,female,"re1 – listicle","RLB | MAIN | US | Philippians 4:13",2025-08-01,inactive,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",1.24,,,68.88888889,17,0.33333333,0.33333333,6,,,,,,,,,,,,,,,1.05882353,2025-08-01,2025-08-01
"RLT | Meno | Set 1 | Main | PDP | Jul 29",45-54,female,menougc2-short,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.37,,,52.85714286,7,0.28571429,0.5,4,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",45-54,female,ageugc4-long,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.11,,,55,2,0,,2,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",55-64,female,ageugc4-long,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.03,,,30,1,0,,,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",35-44,female,ageugc2-long,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.04,,,40,1,0,,1,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",55-64,female,ageugc2-long,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.05,,,50,1,0,,3,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",65+,female,ageugc2-long,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.11,,,55,2,0.5,0,3,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",55-64,male,ageugc2-long,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.03,,,30,1,1,0,5,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Meno | Set 1 | Main | PDP | Jul 29",55-64,female,menougc3-long,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.2,,,200,1,1,1,66,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,male,"re1 – listicle","RLB | MAIN | US | Philippians 4:13",2025-08-01,inactive,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.05,,,50,1,0,,1,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",25-34,female,"re1 – listicle","RLB | MAIN | US | Philippians 4:13",2025-08-01,inactive,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",1.32,,,1320,1,1,1,36,100,1,1.32,1,1,1.32,1,1,1.32,,,,,,1,2025-08-01,2025-08-01
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",55-64,female,ageminivsl4,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",2.18,,,218,10,0.8,0.375,22,30,3,0.72666667,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,female,"re1 – listicle","RLB | MAIN | US | Philippians 4:13",2025-08-01,inactive,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",1.76,,,125.71428571,13,0.64285714,0.22222222,17,7.14285714,1,1.76,,,,,,,,,,,,1.07692308,2025-08-01,2025-08-01
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,female,"re1 – listicle","RLB | MAIN | US | Philippians 4:13",2025-08-01,inactive,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.36,,,45,8,0.375,0,3,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",35-44,female,menominivsl1,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",0.76,,,380,2,0.5,0,13,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",65+,female,menominivsl1,"RLB | MAIN | US | Philippians 4:13",2025-08-01,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",0.09,,,45,2,0.5,0,5,,,,,,,,,,,,,,,1,2025-08-01,2025-08-01
